pid,weight,x_utm,y_utm,lat,lon
684,33.118958921703154,551646.845493733,5274789.069053797,47.624444800000006,-122.31261379999998
685,59.206350118539376,551646.4557446385,5274528.671518049,47.622101999999984,-122.3126497
686,88.07274729213015,551426.8525939687,5271606.163618923,47.595825199999986,-122.3159151
687,0.8996828078850063,551648.3827735704,5275664.962564679,47.6323252,-122.31249
688,93.54311810626854,550242.7027885745,5272158.195897476,47.600884799999996,-122.3316024
689,222.89257698519293,550066.7635696679,5274794.151262362,47.624614599999994,-122.3336416
690,17.254071848968326,550444.9966795455,5274347.104753232,47.6205631,-122.3286594
691,222.89257698519293,550194.0101192979,5274861.7002289565,47.6252125,-122.33194040000001
692,72.71646346761983,550627.0356401202,5275401.582857479,47.63003619999999,-122.326115
693,201.2631399977182,551304.8012811206,5273094.767674195,47.6092281,-122.31736430000001
694,146.83909249980587,550785.1361363169,5271974.479902523,47.599189599999995,-122.324408
695,146.83909249980587,550728.308761258,5272162.177389274,47.6008828,-122.3251422
696,93.54311810626854,550196.8928341825,5271972.02150779,47.59921329999999,-122.3322331
697,93.54311810626854,550434.0086776747,5272252.642724597,47.6017197,-122.3290467
698,392.83050851292734,550925.9475543838,5273452.448528472,47.612476099999995,-122.3223632
699,498.6205852961248,550455.5175206583,5272645.1177719645,47.6052492,-122.3287154
700,2143.2359624903006,549805.0519176095,5274246.237479065,47.6197051,-122.33718689999999
701,0.1892950671402848,551562.1335889064,5276066.482941698,47.635944599999995,-122.3135907
702,675.1680654684775,550586.7158176838,5272393.820110166,47.60297799999999,-122.32699900000001
703,146.83909249980587,550768.0150238669,5272201.990785619,47.601237900000015,-122.3246094
704,72.71646346761983,550501.0002554059,5274972.575843968,47.62618619999999,-122.32784200000002
705,33.118958921703154,550669.1095923451,5275037.021892813,47.6267529,-122.32559720000002
706,72.71646346761983,550669.4828208784,5275093.465229457,47.62726070000001,-122.3255857
707,73.73053303143445,550038.2543754445,5274943.019952112,47.62595619999998,-122.33400400000001
708,507.6801927547495,549672.9862806916,5272292.614189624,47.6021381,-122.33916580000002
709,93.54311810626854,549656.986879199,5272284.108675263,47.6020628,-122.3393796
710,93.54311810626854,549673.0286324803,5272284.111919047,47.60206159999999,-122.33916620000001
711,890.2412885550517,549621.5101637436,5272376.324211065,47.6028952,-122.3398411
712,890.2412885550517,549668.9381393723,5272379.56218954,47.6029207,-122.3392098
713,1167.3888665563823,550370.1471339782,5273292.671126267,47.611082,-122.32977669999998
714,1167.3888665563823,550426.1745584293,5272828.210074206,47.606898799999996,-122.3290847
715,414.435143232494,549358.2099503926,5274094.812242592,47.618376899999994,-122.34315020000001
716,710.2890650336079,549756.2453990768,5273890.420631745,47.61650749999999,-122.3378768
717,1.3307245674200359,548884.8729049787,5274114.163516962,47.6185869,-122.3494467
718,140.3994728427065,548912.430873397,5274219.705196631,47.61953439999999,-122.34906819999999
719,386.0166166894943,548913.5525555253,5274086.0508936765,47.6183318,-122.34906819999999
720,93.54311810626854,550258.6853060361,5272182.563365166,47.60110279999999,-122.331387
721,498.6205852961248,550381.6802540726,5272733.829429666,47.6060531,-122.32968749999999
722,861.2960378420141,550317.0841081664,5273533.043834262,47.6132488,-122.3304551
723,1275.4010391020638,550250.4849776677,5273234.3205476245,47.61056630000001,-122.33137550000001
724,481.6413848528156,549076.8832326764,5273418.138497192,47.612310099999995,-122.34696959999998
725,181.60547746585303,549673.4946349672,5272925.614739282,47.607833299999996,-122.33908729999999
726,181.60547746585303,549635.383259102,5272902.14965467,47.6076251,-122.33959700000001
727,181.60547746585303,549630.1921091642,5272899.182335337,47.60759879999999,-122.3396664
728,414.435143232494,549713.684002168,5274070.513820321,47.61813109999999,-122.33842270000001
729,517.7530057724063,550498.3245829251,5272692.98094653,47.6056765,-122.3281404
730,12.32029484700101,549643.5249218247,5273361.872914898,47.6117607,-122.3394366
731,138.41879173705084,549964.1756556631,5271223.4479609635,47.5924962,-122.335414
732,138.41879173705084,549926.7942114512,5271863.64803058,47.59825909999999,-122.33583829999999
733,138.41879173705084,550440.7125337619,5271420.041904174,47.594228099999995,-122.32905329999998
734,1167.3888665563823,550429.4210976337,5272920.400281159,47.607728,-122.3290309
735,89.35456371243312,550874.4183419247,5271602.73071532,47.5958379,-122.3232635
736,89.35456371243312,551041.259783214,5271603.754812695,47.59583400000001,-122.3210442
737,507.6801927547495,550052.2172180256,5272251.254004345,47.6017368,-122.33412570000002
738,93.54311810626854,550054.191474782,5271971.295209317,47.599217800000005,-122.33413140000002
739,93.54311810626854,550052.6997154689,5272157.373452493,47.60089209999999,-122.33412999999999
740,138.41879173705084,550055.228998708,5271870.550667298,47.59831129999999,-122.33412910000001
741,93.54311810626854,550053.1690469981,5272064.148560463,47.600053300000006,-122.3341344
742,33.118958921703154,551051.7248847004,5275960.243452269,47.63502919999999,-122.32039730000001
743,33.118958921703154,550990.8295388971,5274882.778661902,47.62533990000001,-122.3213334
744,392.83050851292734,550945.2580543656,5273481.40409382,47.6127351,-122.32210289999999
745,392.83050851292734,550958.0072073461,5273460.486682878,47.6125459,-122.3219357
746,392.83050851292734,550954.3224537441,5273496.83259409,47.6128732,-122.32198050000001
747,67.02894950844235,550775.307852406,5274240.249695613,47.619575899999994,-122.32427620000001
748,138.41879173705084,550437.0961106063,5271889.545318868,47.598452599999995,-122.3290474
749,89.35456371243312,551174.1731048174,5271610.632286143,47.59588539999999,-122.3192755
750,89.35456371243312,551321.3986959329,5271605.779437347,47.5958301,-122.31731780000001
751,710.2890650336079,549804.566803269,5274113.058336846,47.61850690000001,-122.33720850000002
752,104.0276804926654,548317.693859321,5273934.213157446,47.6170104,-122.35701399999999
753,414.435143232494,549512.7859956173,5274094.556186726,47.6183628,-122.34109329999998
754,222.89257698519293,550374.8568887956,5274247.8225753205,47.619675300000004,-122.3296042
755,507.6801927547495,550091.8035974215,5272251.216002844,47.60173340000001,-122.3335991
756,67.02894950844235,550700.0118722579,5274166.615624656,47.618919299999995,-122.32528670000002
757,67.02894950844235,550568.0271437245,5273951.123742677,47.61699079999999,-122.32706790000002
758,67.02894950844235,550928.2594237583,5274401.479232863,47.6210145,-122.3222221
759,93.54311810626854,549900.2135692143,5272247.339458203,47.601713299999986,-122.33614820000001
760,108.99883081564843,550591.0828070191,5273504.394480846,47.6129697,-122.3268127
761,190.46225795960805,550507.7631205663,5273826.273252396,47.6158722,-122.3278842
762,183.5192023700494,550588.3741744157,5273494.345605555,47.6128795,-122.32684990000001
763,222.89257698519293,550116.3202474194,5274629.692073792,47.6231311,-122.33300090000002
764,25.894162541933127,549865.6398938644,5274116.614825987,47.618534200000006,-122.33639540000001
765,2143.2359624903006,549853.3348820686,5274247.005958518,47.61970829999999,-122.33654429999999
766,25.894162541933127,549770.4011867425,5274116.045285305,47.6185364,-122.3376628
767,222.89257698519293,550311.1048431684,5274374.578578365,47.62082070000001,-122.330438
768,414.435143232494,549323.2572931089,5274000.787162884,47.61753360000001,-122.3436259
769,710.2890650336079,549738.3408331077,5273905.794889024,47.616647199999996,-122.33811330000002
770,414.435143232494,549742.440647087,5273874.497871028,47.6163653,-122.33806230000002
771,2143.2359624903006,549902.5334613965,5274805.135276468,47.62472609999998,-122.33582600000001
772,140.3994728427065,549704.4137408033,5274802.29715421,47.62471579999999,-122.338463
773,93.54311810626854,549922.1630788619,5271969.941303767,47.599215799999996,-122.33588780000001
774,72.71646346761983,550681.715942521,5275151.23433331,47.62777950000001,-122.3254162
775,138.41879173705084,550051.4177262227,5271664.643098688,47.596458999999996,-122.3342033
776,507.6801927547495,550205.2420873332,5272446.507475398,47.6034817,-122.33206769999998
777,93.54311810626854,549938.1027688326,5272062.739799078,47.60004949999999,-122.33566520000001
778,138.41879173705084,549942.5975301173,5271866.172959767,47.5982806,-122.3356278
779,93.54311810626854,549934.9154105157,5272156.674958701,47.60089490000001,-122.3356969
780,93.54311810626854,549937.9631619544,5271970.17659969,47.5992167,-122.3356776
781,890.2412885550517,549846.6501015169,5272334.73083022,47.6025037,-122.3368508
782,481.6413848528156,549193.2621060818,5273314.242456328,47.6113665,-122.34543280000001
783,481.6413848528156,549204.0785967173,5273330.138636441,47.611508699999995,-122.34528709999998
784,276.03060324118366,548426.766388223,5274060.079182255,47.6181347,-122.35554870000001
785,140.3994728427065,549569.1183256576,5274115.6859009685,47.6185486,-122.34034130000002
786,414.435143232494,549710.2810904331,5273410.301112322,47.6121913,-122.3385429
787,414.435143232494,549695.5555964491,5273423.768684434,47.6123136,-122.3387373
788,15.196138850930655,550291.8086920712,5274116.66436185,47.618501699999996,-122.33072440000001
789,93.54311810626854,550342.2324634586,5272196.621451471,47.601222799999995,-122.33027400000002
790,72.71646346761983,550757.4591311252,5275498.914890712,47.63090170000001,-122.3243678
791,72.71646346761983,550791.2671827344,5275499.03170933,47.630900100000005,-122.3239178
792,2143.2359624903006,550047.2930238644,5274758.4839500645,47.624295200000006,-122.3339048
793,140.3994728427065,549317.018598558,5274504.458031148,47.6220657,-122.34365220000001
794,140.3994728427065,549307.2048850104,5274504.452791252,47.62206639999999,-122.3437828
795,2143.2359624903006,549802.62662604,5274785.007821072,47.6245527,-122.33715789999998
796,2143.2359624903006,549803.3612074226,5274504.748434137,47.622031099999994,-122.33718000000002
797,89.35456371243312,551027.0963704115,5271603.664236168,47.5958343,-122.3212326
798,73.73053303143445,550582.5947499493,5275625.701358275,47.63205609999999,-122.32668060000002
799,140.3994728427065,549704.6095776492,5274785.504669819,47.62456470000001,-122.33846230000002
800,2143.2359624903006,549901.5310515525,5274787.065463542,47.6245636,-122.3358414
801,2143.2359624903006,550013.8114210909,5274746.981847879,47.62419429999999,-122.33435170000001
802,140.3994728427065,549215.4614244867,5274373.725657314,47.62089720000001,-122.34501840000001
803,184.8392083966153,549607.7835497948,5275067.979484514,47.6271136,-122.33971890000001
804,184.8392083966153,549608.3201606992,5275035.8406360485,47.62682439999999,-122.3397154
805,184.8392083966153,549636.3977562105,5275024.498347044,47.62672020000001,-122.339343
806,73.73053303143445,549801.4466519161,5274919.551085367,47.625763299999996,-122.3371583
807,2143.2359624903006,550012.1565303692,5274811.976969694,47.624779200000006,-122.3343663
808,2143.2359624903006,550013.1680111538,5274788.678323329,47.62456950000001,-122.3343555
809,73.73053303143445,550142.9960033708,5275105.537967426,47.627410299999994,-122.33259140000001
810,73.73053303143445,550009.1267815811,5274919.851567308,47.62575,-122.33439430000001
811,392.83050851292734,551047.3656903415,5272969.936097641,47.60812529999999,-122.3208039
812,140.3994728427065,549608.2979948404,5274785.150747559,47.62456889999999,-122.3397441
813,73.73053303143445,550010.5008700138,5274941.848054798,47.6259478,-122.3343735
814,138.41879173705084,549887.4917418364,5271250.011182427,47.59274109999999,-122.33643090000001
815,140.3994728427065,549608.6194439303,5274802.114353656,47.6247215,-122.3397379
816,201.2631399977182,551146.5117116703,5273094.488360214,47.609238100000006,-122.3194703
817,72.71646346761983,550838.3192560535,5275682.711488748,47.632549,-122.3232702
818,33.6738327583303,550540.9337693467,5271641.155571794,47.5962097,-122.3276948
819,33.6738327583303,550538.8336353389,5271597.201500337,47.5958144,-122.3277278
820,93.54311810626854,549836.2269535741,5272250.793537521,47.60174930000001,-122.33699900000002
821,146.83909249980587,550835.033928886,5271980.171804627,47.5992369,-122.3237436
822,93.54311810626854,550147.3115218977,5271975.796286436,47.5992511,-122.3328922
823,138.41879173705084,550246.6338912562,5271763.8406464495,47.59733639999999,-122.33159530000002
824,73.73053303143445,550586.1324312452,5275630.133473096,47.6320957,-122.32663299999999
825,222.89257698519293,550386.1027957324,5274226.513057519,47.61948269999999,-122.32945700000002
826,890.2412885550517,549673.0094657887,5272335.783303994,47.60252650000001,-122.3391606
827,1167.3888665563823,550335.8600748788,5273347.425542901,47.61157729999999,-122.33022660000002
828,517.7530057724063,550504.3594352568,5272634.092584238,47.6051462,-122.3280669
829,241.63233538745038,551277.9646321931,5273507.05059205,47.612939600000004,-122.31767310000001
830,184.8392083966153,549321.7858657975,5274971.044150075,47.6262633,-122.3435362
831,414.435143232494,549792.7200111127,5273462.420691977,47.61265389999999,-122.3374401
832,675.1680654684775,550556.6903672087,5272336.830914653,47.60246759999999,-122.327405
833,0.1892950671402848,551603.1704966918,5275916.77601406,47.63459439999998,-122.3130621
834,140.3994728427065,549510.3757616763,5274633.881957643,47.62321540000001,-122.3410644
835,140.3994728427065,549412.9615385274,5274633.010663465,47.623215,-122.3423609
836,140.3994728427065,549411.3386918163,5274780.087333556,47.6245384,-122.34236590000002
837,140.3994728427065,549411.6467796164,5274765.907732803,47.62441079999999,-122.3423634
838,140.3994728427065,549508.4526555844,5274780.633764706,47.6245359,-122.34107340000001
839,184.8392083966153,549608.8624694912,5274883.008439486,47.6254493,-122.3397255
840,140.3994728427065,549252.1425984376,5274564.561621488,47.6226114,-122.3445088
841,222.89257698519293,550114.8730900789,5274756.897415977,47.624275700000005,-122.3330056
842,517.7530057724063,550871.8088047242,5272867.881255552,47.6072209,-122.3231514
843,517.7530057724063,550822.2892923534,5272946.429730912,47.60793149999999,-122.32380109999998
844,2143.2359624903006,549802.6642878992,5274802.580324171,47.6247108,-122.33715540000001
845,33.6738327583303,550509.7074973354,5271625.080173747,47.5960675,-122.32811200000002
846,517.7530057724063,550787.1285699714,5272994.6274502985,47.60836789999999,-122.3242633
847,73.73053303143445,550022.0128585849,5274961.008425321,47.626119299999985,-122.33421810000002
848,72.71646346761983,550884.1722557306,5275740.129970054,47.63306200000001,-122.3226532
849,93.54311810626854,550342.8245538061,5272046.168658612,47.59986909999999,-122.33028339999998
850,93.54311810626854,550342.7034980486,5272065.418043022,47.60004229999999,-122.3302828
851,1275.4010391020638,550303.056819834,5273002.92369339,47.608480300000004,-122.3307026
852,76.6904761904762,550543.0967238724,5274633.378049555,47.62313110000001,-122.32732090000002
853,146.83909249980587,550855.6667267642,5272067.612260685,47.600022,-122.32345900000001
854,45.83622727847999,549339.6331103059,5275069.292615845,47.627145899999995,-122.34328760000001
855,183.5192023700494,550687.1462173332,5273081.062522383,47.6091534,-122.32558350000001
856,183.5192023700494,550687.2178535311,5273154.952978617,47.60981819999999,-122.325574
857,183.5192023700494,550650.4611034447,5273212.3738539945,47.610337699999995,-122.3260564
858,93.54311810626854,549786.1693320257,5272235.828139523,47.601618499999994,-122.33766660000002
859,386.0166166894943,548948.7360341009,5274063.828170425,47.61812919999999,-122.34860250000001
860,228.118409685993,551154.242840384,5273375.800334547,47.6117685,-122.3193346
861,201.2631399977182,551350.5648441032,5272893.6848454205,47.607415299999985,-122.31677900000001
862,201.2631399977182,551304.9016713611,5273224.28717127,47.6103934,-122.31734780000001
863,138.41879173705084,550347.9090261062,5271929.176174741,47.598816099999986,-122.3302292
864,181.60547746585303,549647.8079217344,5272645.264614554,47.6053129,-122.33946080000001
865,181.60547746585303,549695.9416191839,5272568.083921881,47.60461480000001,-122.33882920000002
866,88.07274729213015,551682.8985954107,5271607.893205606,47.5958204,-122.3125092
867,73.73053303143445,549802.6207433698,5274958.884581173,47.6261171,-122.3371382
868,222.89257698519293,550212.016256753,5274502.097687842,47.62197570000001,-122.33174200000002
869,222.89257698519293,550309.9956236758,5274503.0649856385,47.62197679999999,-122.330438
870,222.89257698519293,550214.6251585706,5274373.735363744,47.6208206,-122.33172200000001
871,481.6413848528156,549604.4286657245,5273315.803671972,47.6113492,-122.339962
872,140.3994728427065,549318.5875363472,5274807.39925036,47.62479119999999,-122.34359720000002
873,140.3994728427065,549317.8314090357,5274373.779696184,47.6208899,-122.3436561
874,66.63043478260873,551337.7631544654,5273766.925567969,47.61527300000001,-122.316847
875,72.71646346761983,550990.3060238336,5275853.404922707,47.6340728,-122.3212273
876,183.5192023700494,550673.4957298744,5273182.353434034,47.610065799999994,-122.3257534
877,183.5192023700494,550666.9894681489,5273178.584611291,47.6100324,-122.3258404
878,414.435143232494,549790.6010656701,5273465.003403987,47.61267730000001,-122.33746800000002
879,1275.4010391020638,550265.5672553305,5273429.856120945,47.61232439999999,-122.3311524
880,1275.4010391020638,550246.0225991729,5273441.61358283,47.6124317,-122.3314111
881,710.2890650336079,550108.2618482497,5274103.046340978,47.6183934,-122.33316839999999
882,481.6413848528156,549193.485952777,5273242.288721446,47.6107191,-122.34543790000001
883,138.41879173705084,549936.7173474954,5271664.360198067,47.5964653,-122.335729
884,138.41879173705084,549956.27585241,5271490.073755574,47.5948957,-122.3354887
885,138.41879173705084,549950.8148655863,5271570.285122287,47.5956178,-122.3355522
886,140.3994728427065,549233.7385611042,5274406.423510429,47.62119,-122.3447715
887,138.41879173705084,549954.2954324413,5271664.255081992,47.596463,-122.3354952
888,140.3994728427065,549408.7748014457,5274373.4830110455,47.62088030000001,-122.3424459
889,25.894162541933127,550107.2852663395,5274117.864816196,47.6185268,-122.3331797
890,88.07274729213015,551503.2692641993,5271982.24449474,47.59920280000001,-122.3148545
891,414.435143232494,549507.410773864,5274112.49391317,47.6185246,-122.34116280000002
892,2143.2359624903006,549804.6104513999,5274119.382909913,47.618563800000004,-122.3372072
893,88.07274729213015,551605.3999596597,5271888.450867355,47.5983508,-122.313507
894,88.07274729213015,551627.4883899351,5271855.202509794,47.59804989999999,-122.31321709999999
895,66.63043478260873,551139.1939655812,5273764.124190452,47.615263500000005,-122.3194895
896,66.63043478260873,551238.2595627558,5273766.072282268,47.61527319999999,-122.31817109999999
897,222.89257698519293,550328.7886397061,5274852.870746628,47.6251226,-122.33014770000001
898,66.63043478260873,551087.9789639179,5274151.408714493,47.618752,-122.3201258
899,164.6243669448561,550445.7245783184,5273720.325141337,47.614923799999985,-122.3287219
900,76.6904761904762,550547.3101973681,5274505.396432343,47.6219793,-122.32727959999998
901,710.2890650336079,550376.5441183926,5273831.761999715,47.61593179999999,-122.32962959999999
902,33.118958921703154,551158.8447845688,5274885.7740785675,47.62535359999999,-122.31909699999999
903,59.206350118539376,551104.6084622619,5274764.204157868,47.6242641,-122.319833
904,33.118958921703154,551099.7865907275,5274768.240943524,47.6243008,-122.3198967
905,59.206350118539376,551093.8745848492,5274763.776591241,47.62426109999999,-122.3199759
906,59.206350118539376,551099.4005543898,5274757.42301582,47.624203500000014,-122.31990309999999
907,33.118958921703154,551567.018070257,5274767.611015315,47.6242581,-122.3136787
908,59.206350118539376,551571.5754905898,5274762.927620717,47.62421559999999,-122.3136186
909,33.118958921703154,551575.4371322654,5274767.240939627,47.6242541,-122.3135667
910,33.118958921703154,551571.192093415,5274771.438051165,47.6242922,-122.31362270000001
911,33.118958921703154,550906.1332500273,5275049.54677681,47.626847,-122.3224412
912,33.118958921703154,550911.2194337823,5275053.91481005,47.62688589999999,-122.322373
913,33.118958921703154,550915.8362057972,5275049.231431177,47.6268434,-122.3223121
914,33.118958921703154,550911.0178366927,5275044.310002173,47.62679949999999,-122.32237680000001
915,33.118958921703154,551151.963882597,5276057.00902818,47.6358919,-122.3190517
916,33.118958921703154,551152.5156180026,5275965.0956229465,47.6350649,-122.3190551
917,33.118958921703154,551148.3067864995,5275961.024042172,47.6350286,-122.31911160000001
918,33.118958921703154,551152.5664754863,5275956.73784479,47.6349897,-122.3190554
919,33.118958921703154,551156.6976498502,5275961.097727776,47.63502859999999,-122.3189999
920,33.118958921703154,551142.3297617229,5275657.7637023935,47.63230059999999,-122.31922660000001
921,33.118958921703154,551150.7879899559,5275657.915766437,47.63230130000001,-122.31911400000001
922,33.118958921703154,551146.8246812874,5275661.793326477,47.6323365,-122.3191663
923,33.118958921703154,551149.2577762158,5275453.981786594,47.63046659999999,-122.3191582
924,33.118958921703154,551152.3296514603,5275457.520987418,47.63049819999999,-122.3191169
925,33.118958921703154,551149.4042179096,5275460.407340898,47.630524399999985,-122.31915550000001
926,33.118958921703154,551330.3762481041,5275037.208099807,47.6267025,-122.31679639999999
927,33.118958921703154,550768.9735097925,5275135.433201053,47.627630499999995,-122.32425670000002
928,72.71646346761983,550765.6907788555,5275137.938734352,47.62765329999999,-122.3243001
929,72.71646346761983,550769.1459847933,5275142.370235728,47.62769290000001,-122.3242536
930,72.71646346761983,550772.1304773375,5275140.4622957455,47.627675499999995,-122.32421410000002
931,66.63043478260873,551525.0882865614,5273899.920051196,47.6164547,-122.31433880000002
932,66.63043478260873,551529.8115572047,5273895.249200767,47.6164123,-122.3142765
933,66.63043478260873,551534.3687500418,5273900.013211307,47.6164548,-122.31421529999999
934,66.63043478260873,551527.1206647061,5274034.714101262,47.617667299999994,-122.31429590000002
935,66.63043478260873,551532.3556979611,5274029.947746184,47.617624000000006,-122.3142268
936,66.63043478260873,551527.1292819309,5274024.3886789875,47.617574399999995,-122.314297
937,59.206350118539376,551417.006879688,5274422.676193768,47.621166600000016,-122.31571560000002
938,59.206350118539376,551423.0737038588,5274417.272434212,47.621117500000004,-122.3156355
939,59.206350118539376,551418.9207638438,5274411.86741923,47.62106920000001,-122.3156914
940,66.63043478260873,551427.3345829023,5274153.25954909,47.6187418,-122.3156098
941,66.63043478260873,551426.9966606139,5274161.748149957,47.6188182,-122.3156133
942,66.63043478260873,551423.0195285539,5274157.689559481,47.618781999999996,-122.3156667
943,66.63043478260873,551429.25024325,5274023.879863118,47.6175776,-122.31559950000002
944,66.63043478260873,551432.784994243,5274027.834520101,47.617612900000005,-122.315552
945,66.63043478260873,551428.8572991481,5274031.790015775,47.61764879999999,-122.3156038
946,66.63043478260873,551427.3785953615,5273897.867863678,47.616444,-122.3156392
947,66.63043478260873,551431.5213259736,5273901.916799209,47.6164801,-122.3155836
948,66.63043478260873,551435.6296553789,5273897.940669455,47.616443999999994,-122.3155294
949,66.63043478260873,551230.8602230408,5274148.739437687,47.618716699999986,-122.31822480000001
950,66.63043478260873,551230.6957007793,5274158.052052169,47.6188005,-122.31822590000002
951,66.63043478260873,551225.9145974825,5274153.964302268,47.6187641,-122.31829
952,66.63043478260873,551235.2550609629,5274154.024176133,47.6187639,-122.31816570000001
953,59.206350118539376,551257.3220316233,5274514.210114172,47.6220028,-122.31782990000002
954,59.206350118539376,551260.9611263627,5274510.552063585,47.62196959999999,-122.31778190000001
955,59.206350118539376,551256.9458711358,5274506.571049313,47.6219341,-122.3178358
956,59.206350118539376,551253.3112602755,5274510.573695592,47.621970399999995,-122.31788370000001
957,59.206350118539376,551183.17373117,5274637.820045171,47.62312080000001,-122.3188022
958,59.206350118539376,551179.2287720027,5274633.5396052785,47.6230826,-122.3188552
959,59.206350118539376,551174.9150363596,5274637.880888477,47.623122,-122.31891209999999
960,59.206350118539376,551173.818689747,5274511.153288888,47.62198190000001,-122.3189415
961,59.206350118539376,551177.9914951829,5274515.168972578,47.6220177,-122.31888550000001
962,59.206350118539376,551181.8755690216,5274510.990636954,47.6219798,-122.31883430000002
963,59.206350118539376,551178.0013646847,5274507.199865532,47.621945999999994,-122.31888630000002
964,59.206350118539376,551179.3057154656,5274412.581320495,47.6210946,-122.31888
965,59.206350118539376,551099.515811219,5274506.911260498,47.6219496,-122.31993079999998
966,59.206350118539376,551099.412559688,5274514.401617898,47.622017,-122.3199313
967,59.206350118539376,551095.204967837,5274510.919188729,47.621985999999985,-122.31998770000001
968,59.206350118539376,551102.7280689524,5274510.785091283,47.6219842,-122.3198876
969,59.206350118539376,551099.938802849,5274632.632597508,47.62308070000001,-122.31991050000002
970,59.206350118539376,551094.1428000445,5274638.061290676,47.623129999999996,-122.319987
971,59.206350118539376,551099.7412229861,5274643.167539353,47.6231755,-122.31991189999998
972,59.206350118539376,551104.7756164647,5274638.043382293,47.623129,-122.31984550000001
973,90.91666666666669,550861.6085152314,5274409.733287253,47.621094,-122.3231081
974,90.91666666666669,550858.2200201831,5274406.224838018,47.6210627,-122.32315360000001
975,90.91666666666669,550865.363570615,5274406.54281948,47.621065,-122.32305849999999
976,67.02894950844235,550862.1447480351,5274402.535690809,47.62102920000001,-122.3231018
977,90.91666666666669,550935.1768290437,5274407.897253437,47.6210717,-122.32212930000001
978,90.91666666666669,550930.6137948661,5274412.392141523,47.6211125,-122.3221895
979,90.91666666666669,550924.0575213523,5274407.644475822,47.6210703,-122.32227729999998
980,190.46225795960805,550682.1558350567,5273875.457555637,47.61630110000001,-122.32555799999999
981,100.53125,550677.1741659681,5273880.53807599,47.61634719999999,-122.32562370000001
982,100.53125,550681.9598149232,5273885.036644405,47.61638730000001,-122.32555950000001
983,76.6904761904762,550694.6763914883,5274511.300199739,47.6220209,-122.3253178
984,76.6904761904762,550690.6666267093,5274507.508578043,47.62198709999999,-122.3253716
985,76.6904761904762,550694.7413601915,5274503.831739717,47.6219537,-122.3253178
986,76.6904761904762,550698.1795901695,5274507.673965106,47.621987999999995,-122.3252716
987,183.5192023700494,550580.028397328,5273497.329701191,47.61290699999999,-122.3269606
988,108.99883081564843,550587.2885138126,5273506.862338049,47.612992199999994,-122.3268629
989,183.5192023700494,550581.3131365583,5273505.176641193,47.6129775,-122.32694260000001
990,90.91666666666669,550862.4633786088,5274514.11819237,47.6220331,-122.32308459999999
991,90.91666666666669,550858.5568799227,5274510.560761829,47.6220014,-122.32313700000002
992,90.91666666666669,550862.6684152816,5274506.984392038,47.621968900000006,-122.32308270000001
993,90.91666666666669,550865.7449002884,5274510.934707077,47.6220042,-122.32304130000001
994,76.6904761904762,550785.8956900903,5274636.956132498,47.6231443,-122.3240893
995,76.6904761904762,550789.4446864115,5274640.143617148,47.6231727,-122.32404170000001
996,90.91666666666669,550792.6056858866,5274636.981270621,47.623143999999996,-122.32399999999998
997,90.91666666666669,550792.3654098774,5274504.192752649,47.6219493,-122.3240186
998,90.91666666666669,550786.8133502902,5274508.379036106,47.621987399999995,-122.324092
999,76.6904761904762,550791.2177987827,5274512.574291323,47.62202479999999,-122.32403290000002
1000,90.91666666666669,550795.4580367137,5274508.020909617,47.621983500000006,-122.323977
1001,67.02894950844235,550792.8385756213,5274375.756298029,47.62079369999999,-122.32402720000002
1002,67.02894950844235,550787.9227610704,5274380.214877706,47.6208342,-122.3240921
1003,90.91666666666669,550792.9210657764,5274385.260018392,47.6208792,-122.324025
1004,67.02894950844235,550797.5170717874,5274380.420758188,47.62083530000001,-122.3239644
1005,183.5192023700494,550648.9328010116,5273388.282433015,47.6119205,-122.3260564
1006,183.5192023700494,550655.7990940518,5273386.919423742,47.61190770000001,-122.3259652
1007,392.83050851292734,550657.0431278415,5273393.387816188,47.6119658,-122.3259479
1008,183.5192023700494,550650.7376868709,5273395.078020216,47.6119815,-122.3260316
1009,183.5192023700494,550755.272290295,5273229.690538808,47.61048529999999,-122.3246599
1010,183.5192023700494,550748.0412055838,5273230.627903702,47.610494300000006,-122.32475600000001
1011,183.5192023700494,550749.8124850354,5273237.823353974,47.610558899999994,-122.32473160000002
1012,184.8392083966153,549608.209658135,5275024.991848013,47.6267268,-122.3397181
1013,140.3994728427065,549216.5107692193,5274244.127481311,47.61973110000001,-122.345019
1014,72.71646346761983,550824.2361476299,5275255.141707345,47.6287032,-122.32350729999999
1015,386.0166166894943,549046.1495825368,5274103.403579047,47.61847790000001,-122.3473018
1016,386.0166166894943,549111.1050248332,5274059.181077428,47.6180751,-122.34644239999999
1017,386.0166166894943,549130.2562437018,5274043.64871276,47.61793389999999,-122.3461893
1018,386.0166166894943,549200.8152386711,5273982.980414023,47.61738269999999,-122.34525720000002
1019,386.0166166894943,549268.1407685527,5273923.608253612,47.61684340000001,-122.34436799999999
1020,386.0166166894943,549368.3273698732,5273837.228820042,47.616058599999995,-122.34304460000001
1021,414.435143232494,549467.9854321675,5273754.147616198,47.61530350000001,-122.3417279
1022,414.435143232494,549565.7244984383,5273669.051142187,47.6145304,-122.340437
1023,414.435143232494,549664.0477555577,5273584.528094363,47.613762399999985,-122.33913829999999
1024,414.435143232494,549762.2050167536,5273500.416494016,47.61299809999999,-122.33784180000002
